,comments,sentiment,types
447,เห็นภาพ พร้อมขวากหนามผ่านประสบการณ์ตัวอย่างจากมุมมองของ Speakers เลยว่าแต่ละวันจะต้องเจอกับอะไรบ้าง ;p,pos,ชมบ้างติบ้าง
448,แตกต่างอย่างลงตัวค่ะ,pos,เข้าใจมากขึ้น
449,ดีมากเข้าใจง่าย...ชอบๆ,pos,สอนดี
453,เป็นคอร์สที่สอนพื้นฐานครบถ้วนครอบคลุม แต่มีเรื่อง oop ที่เข้าใจบ้างสำหรับมือใหม่อย่างผม จะต้องทวนอีกหลายรอบและลองสร้างโปรเจค,pos,แนะนำคอร์ส
455,เนื้อสั้นกระชับ เข้าใจง่าย มีแนะนำให้เรียนเพื่อได้รับ Google Developer Badge ด้วย,pos,แนะนำคอร์ส
456,พี่คนสอนสอนดีมากค่ะ คอร์สนี้อาจเป็นแนวทางพื้นฐานให้สำหรับใครที่ยังไม่เคยเรียน,pos,แนะนำคอร์ส
457,สอนได้ละเอียดมากครับ ใช้ศัพท์ไทยที่ทำให้เข้าใจง่าย เนื้อหาดี,pos,สอนดี
459,อธิบายครบถ้วน มีแหล่งข้อมูลเพิ่มเติมให้ด้วย ดีมากครับ,pos,สอนดี
460,Free Course ที่มีคุณภาพมากค่ะ พูดเข้าใจง่ายมาก,pos,เข้าใจมากขึ้น
462,สอนเข้าใจง่าย ครอบคลุมเนื้อหาที่ต้องรู้สำหรับการพัฒนาโปรแกรมด้วย Kotlin,pos,เข้าใจมากขึ้น
463,ช่วยทวนความจำการใช้ Kotlin ได้ดีมากครับ,pos,สอนดี
464,เนื้อห่ที่ใช้ในการสอน ดี เข้าใจง่ายครับ,pos,สอนดี
465,ดีมากเลยครับ แต่บางจุดพูดเร็วไปนิด,pos,สอนดี
466,ดีมากครับ เข้าใจง่าย,pos,สอนดี
467,ได้ความรุ้เยอะมากๆ,pos,ชอบมาก
469,สอนดีครับ,pos,สอนดี
470,สำหรับคนที่ต้องพัฒนาด้านความคิดวิเคราะห์ และใช้ data จะเข้าใจมากขึ้น แถมยังได้ skill การทำ excel เพื่อไปใช้ในการวิเคราะห์ข้อมูลหรือช่วยทำ data sheet อย่างง่าย แต่ต้องบอกว่ายากนิดนึงสำหรับคนที่ไม่คุ้นกับ excel หรือ data,pos,แนะนำคอร์ส
471,จากที่เราเคยทำได้อยู่บ้างหลังจากเรียน คอร์สนี้แล้วทำให้เราได้เรียนรู้ว่ายังมีอีกหลายอย่างที่เรายังไม่รู้และจะมาช่วยให้เราทำการวิเคราะห์ข้อมูลได้มากขึ้นอยู่ที่การฝึกฝนและใช้บ่อยๆ แล้วเราก็จะทำได้ดีมากขึ้นไปอีก,pos,ชมบ้างติบ้าง
472,"เป็นการปูพื้นฐานที่ดี สอนได้เข้าใจง่าย ตรงประเด็น
แต่อยากให้เพิ่มเนื้อหา พวกการตั้งค่าแถบสี
ในกรณีที่ set default เพราะ บางที อยากมองเร็วๆ
โดยใช้ สี เป็นตัวบอก เพื่อประมวลผลได้อย่างรวดเร็ว",pos,แนะนำคอร์ส
474,เนื่องเราก่อนที่จะเรียนเราพอมีพื้นฐานมาระดับนึง แต่พอได้เรียนกับ อ.วิโรจน์นั้นทำให้เราเคลียคำถามและเนื้อหาที่เราไม่เข้าใจให้เข้าใจได้เป้นอย่างดี,pos,ชมบ้างติบ้าง
477,ต้องบอกว่าอธิบายเข้าใจง่าย แต่ทั้งนี่ทั้งนั้น ก็อยู่ที่การนำไปใช้งานหลังจากอบรม ควรใช้งานสม่ำเสมอ ไม่งั้นลืมแน่นอน,pos,ชมบ้างติบ้าง
478,อาจาร์ยสอนดีมากครับค่อนข้างเข้าใจได้ง่าย เเละสามารถทำตามได้ทันที ส่วนตัวเเอบอยากให้มีโจทย์ให้ทำมากกว่านี้เล็กน้อย เเต่ที่มีตอนนี้ก็ไม่ได้น้อยเกินไปเลย ส่วนตัวเเล้วเเนะนำมากครับ,pos,สอนดี
479,ปูพื้นฐานในการทำความเข้าใจและสำรวจข้อมูล เพื่อตอบคำถามเบื้องต้นเกี่ยวกับชุดข้อมูลนี้ โดยใช้เครื่องมือ Excel,pos,แนะนำคอร์ส
480,เปิดโลกการใช้งาน Excel ให้มีประสิทธิภาพขึ้นมาก และทำให้รู้ว่า Excel เป็น tool ที่ Powerfull มากๆ,pos,ชอบมาก
481,อาจารย์ต้า สอนเรื่องที่ดูซับซ้อน ให้เข้าใจง่าย และ มีแบบฝึกหัดให้ลองทำจริง ตลอดการสอนครับ,pos,สามารถนำไปใช้
482,ดีมากช่วยปรับทักษะความรู้ให้ทำงานง่ายและช่วยลดขั้นตอนเก็บข้อมูล ค้นหา จัดทำข้อมูลได้มาก,pos,เข้าใจมากขึ้น
483,เนื้อหาสาระที่เรียนมีประโยชน์กับการหาข้อมูลต่างๆได้สะดวกและรวดเร็วชัดเจนยิ่งขึ้น,pos,ชัดเจนเห็นภาพ
485,เป็นคอร์สที่ให้ทักษะในการทำงาน และเทคนิคต่าง ๆ สามารถนำมาใช้กับการทำงานได้ดีมาก,pos,สามารถนำไปใช้
486,เรียนแล้วเห็นภาพการใช้งานมากขึ้นสามารถนำไปประยุกต์หรือศึกษาต่อในส่วนที่สนใจได้,pos,สามารถนำไปใช้
487,คอร์สมีรายละเอียดการสอนที่ดีมาก แม้คนไม่มีพื้นฐานก้อสามารถเข้าใจได้,pos,แนะนำคอร์ส
488,การออกเเบบรูปแบบการเรียนดีมากค่ะ มีให้ทำตัวอย่างไปด้วย ทำจนจบเเล้วเหมือนได้มี Short note ในตัว เยี่ยมเลย,pos,เข้าใจมากขึ้น
492,อาจารย์สอนดี เข้าใจงาน ไปไม่เร็วมาก สามารถนำไปใช้ได้จริง,pos,สามารถนำไปใช้
494,อจ.สอนที่ละขั้นทำให้เข้าใจง่ายดี แต่สูตรเยอะ จำไม่ได้,pos,สอนดี
495,ได้ความรู้เกี่ยวกับ excel เยอะมาก,pos,ชอบมาก
496,ได้รู้เกี่ยวกับสูตร excel มากขึ้น,pos,เข้าใจมากขึ้น
497,มีเทคนิคดี ๆ ที่คิดไม่ถึงเยอะมาก,pos,ชอบมาก
500,เข้าใจง่ายดี มีให้ลองทำด้วย,pos,สอนดี
501,ได้รู้เทคนิคใหมๆ เยอะเลยยยย,pos,เข้าใจมากขึ้น
502,ผู้บรรบาบสอนดีมากครับ,pos,สอนดี
503,ใช้งานได้จริง,pos,สามารถนำไปใช้
504,good course,pos,เข้าใจมากขึ้น
505,good!,pos,เข้าใจมากขึ้น
506,สอนดี,pos,สอนดี
507,เคยเรียนมาหลายคอร์ส รู้สึกคอร์สที่อื่นๆ ไม่ได้อธิบาย ถึงสูตรนี้มีแหล่งที่มา มีความหมาย รวมถึงการมาทำกราฟ ว่าทำไมใช้กราฟนี้ถึงเหมาะกับสิ่งที่อยากจะวิเคราะห์ แนะนำมากๆฮะ,pos,ชมบ้างติบ้าง
508,ได้มุมมองความคิดเกี่ยวกับธุรกิจมากขึ้นและสามารถนำการvisualizationแบบdashboardรูปแบบต่างๆเอาไปประยุกต์หรือศึกษาต่อเพิ่มเติมได้,pos,เข้าใจมากขึ้น
509,ใครที่เคยใช้ Power BI อยู่แล้ว ลองมาเรียนรู้การใช้ Power BI ให้เต็มประสิทธิภาพขึ้น ด้วยการเขียน DAX กันครับ,pos,เข้าใจมากขึ้น
510,เรียนเสร็จแล้ว รู้สึกเข้าใจ power bi เพิ่มมากขึ้น ในระดับที่คิดว่าจะนำไปใช้ต่อได้,pos,ชมบ้างติบ้าง
513,มีตัวอย่างข้อมูลสร้าง dashboard ให้ลองทำเยอะมากค่ะ,pos,ชอบมาก
514,ยากมาก ต้องใช้เวลาเรียนนาน ถ้าเป็นคนที่ทำข้อมูลด้านนี้น่าจะมีประโยชน์มาก,pos,ชอบมาก
515,เหมาะสำหรับผู้เรียนที่มีความรู้มาบ้างแล้ว,pos,เข้าใจมากขึ้น
516,ต้องหมั่นฝึกฝนการเขียน DAX,pos,ชมบ้างติบ้าง
517,เนื้อหาแน่นมาก,pos,ชอบมาก
518,คอร์สนี้เหมาะมากสำหรับคนที่เขียน Go อยู่แล้ว แล้วต้องการที่จะต่อยอดความรู้ และเรียนรู้ practice เพิ่มเติมครับ,pos,แนะนำคอร์ส
520,เป็นคอร์สที่ดีมากๆครับ แต่ว่าอาจจะมีบางส่วนที่ตัวผมรู้สึกว่าไปไวไปหน่อย,pos,ชมบ้างติบ้าง
521,อยากให้มีในส่วนของการเตรียม Tools และอธิบายเพิ่มเติมว่าทำไมต้องใช้ Tools ตัวนั้น ๆ เพิ่มด้วยครับ,pos,ชมบ้างติบ้าง
523,เหมาะกับผู้ที่มาจากภาษาอื่น ๆ ไม่เหมาะกับมือใหม่เนื่องจากเป็นเนื้อหาของระดับกลาง,pos,แนะนำคอร์ส
524,ผู้สอนมีความรู้ในภาษา Go จริงๆ และช่วยเหลือตอบข้อสงสัยต่างๆในบอร์ดได้อย่างดี,pos,สอนดี
525,สอนให้เข้าใจง่ายมากขึ้นครับ ขอบคุณคอร์สดีๆครับ,pos,เข้าใจมากขึ้น
527,การทำงานจริงๆ น่าจะต้อง Advance กว่านี้เยอะ,pos,เข้าใจมากขึ้น
529,เนื้อหาใช้งานได้จริง,pos,สามารถนำไปใช้
531,คอร์สนี้ทำให้รู้จัก Tools ที่จะช่วยทุ่นแรงในการทำเว็บของเราได้ง่ายขึ้นอีกเยอะ ผู้สอนสอนเข้าใจง่าย อธิบายได้ครบถ้วน ชอบค่ะ,pos,เข้าใจมากขึ้น
532,นึกว่าจะได้พื้นฐาน web design เฉยๆ แต่ได้เข้าใจโครงสร้างเว็บไซต์ระดับที่คุยกับ Dev รู้เรื่องเลยด้วย 💕,pos,ชมบ้างติบ้าง
533,สอนดี ไม่ต้องมีพื้นฐานก็สามารถเข้าใจได้ง่าย สามารถนำไปต่อยอดได้,pos,สอนดี
534,สอนดีมากครับ,pos,สอนดี
535,เนื้อหาดี เข้าใจง่าย ขาดตรง material  (Code)  ไม่ได้มีบอกไว้ว่าต้องไปโหลดที่ไหน ถ้าให้ Link ไป clone จาก GitHub เพื่อเปิดตามไปด้วยก็จะดีมากครับ,pos,ชมบ้างติบ้าง
536,ได้ประโยชน์เยอะมากครับ สำหรับ คอร์สนี้ เหมาะสำหรับผู้ที่ต้องการ วางโครงสร้างโครงการ,pos,แนะนำคอร์ส
537,เป็นคอร์สที่ดีครับ ผมค่อนข้างจะเป็นมือใหม่ และได้ความรู้มากมายจากคอร์สนี้ครับ,pos,สอนดี
539,ใช้เป็นแนวทางได้ดี แต่ไม่เหมาะกับผู้ที่เพิ่งเริ่มต้น,pos,แนะนำคอร์ส
540,อยากได้คอร์สที่ละเอียด และมีการใช้งานกับโปรเจกที่ซับซ้อนกว่านี้,pos,เข้าใจมากขึ้น
541,อธิบายหลักการและแนวทางการโปรแกรมได้ดี,pos,เข้าใจมากขึ้น
542,สอนเข้าใจง่าย เห็นกระบวนการการทำงาน เอาไปต่อยอดได้,pos,เข้าใจมากขึ้น
543,สอนได้ดีครับ  แนะนำครับ,pos,แนะนำคอร์ส
544,ทำให้เห็นภาพการทำ DevSecOps และเห็นแนวทางในการเรียนรู้ต่อว่าควรจะเรียนรู้อะไร อันไหนไม่ต้องไปเรียนแล้วให้เสียเวลา,pos,ชมบ้างติบ้าง
545,ให้เห็นภาพรวมของการทำ DevSecOps ได้ดี แต่ต้องนำไปศึกษาเพิ่มเติมต่อเองอีก จึงจะนำไปใข้ได้จริง,pos,สามารถนำไปใช้
546,ดีมากจริงๆครับ อยากให้เรียนก่อนเริ่มทำที่องค์กร,pos,เข้าใจมากขึ้น
547,เข้าใจง่ายและเห็นภามมากขึ้น,pos,เข้าใจมากขึ้น
548,รู้จัก concept มากขึ้นครับ,pos,เข้าใจมากขึ้น
549,เนื่้อหาเกียวกับ devsecops ทั้งหมด,pos,เข้าใจมากขึ้น
550,ถ้ามี  code ตัวอยางให้ด้วยจะดีมาก,pos,สอนดี
551,ดีค่ะ,pos,สอนดี
553,ดีมากครับ เรียนจบแล้วสามารถนำความรู้ไปประยุกต์ทำงานอื่นๆ ต่อ ต่อยอดได้ เหมาะสำหรับคนไม่เก่งเขียน code มากๆ ครับ คนไม่เก่ง coding ก็สามารถเขียน app ไว้ใช้เองได้ครับ,pos,แนะนำคอร์ส
555,ให้ความรู้ที่เป็นประโยชน์อย่างมากๆ สำหรับผู้เริ่มต้นเรียนรู้,pos,แนะนำคอร์ส
556,ผู้สอนอธิบายดี ทำให้เข้าใจ function ต่างๆได้ง่าย และชอบที่มีการยกตัวอย่าง และมีโจทย์ให้ลองทำ,pos,เข้าใจมากขึ้น
557,ในช่วง exercise มีโจทย์ผิดเล็กน้อย รบกวนตรวจสอบอีกครั้งครับ,pos,เข้าใจมากขึ้น
560,คอร์สดีมากครับ ตอบโจทย์คนที่ยังไม่ค่อยเข้าใจในเรื่อง Service design เท่าที่ควร มีการยกเคสกรณีศึกษา ที่เข้าใจง่าย เห็นภาพชัดเจน และได้ความรู้ในการนำไปประยุกต์กับธุรกิจอื่นๆได้อย่างครอบคลุมมาก ดีมากครับ,pos,ชัดเจนเห็นภาพ
561,ผู้สอนมีการอธิบายเข้าใจง่ายและเป็นขั้นเป็นตอน  มีการแนะนำเครืองมือที่ใช้ และมีการยกตัวอย่างในแต่ละหัวข้อ ทำให้เห็นภาพรวมและการประยุกต์ใช้งานได้อย่างชัดเจน,pos,ชัดเจนเห็นภาพ
563,พี่ขวัญสามารถถ่ายทอดความรู้ที่ยากมาก ๆ เกี่ยวกับ service design ให้ออกมาเป็นวิธีการที่เข้าใจง่าย เเละค่อย ๆ เเนะนำ tools หลายยอย่างที่สามารถนำมาปรับใช้ในชีวิตจริงได้ค่อนข้างมาก ชอบวิธีการถ่ายทอดมาก ๆ ค่ะ,pos,ชอบมาก
564,ดีมากๆ ได้ความรู้ที่ลึกและรู้จริง และทำให้เราได้ไปสังเกตุถึงบริการของที่เราได้รับ  ว่าเป็นอย่างไร,pos,ชมบ้างติบ้าง
565,เนื้อหา service design ทั้งทฤษฎีและตัวอย่างที่ต่อเนื่องกันตั้งแต่ต้นจนจบ ทำให้จับประเด็นได้ง่าย,pos,เข้าใจมากขึ้น
566,เป็นคอร์สที่ทำให้เข้าใจเรื่อง Service Design ได้ทุกแง่มุม ทั้งภาพรวมและรายละเอียด มี Template และตัวอย่างทำให้เข้าใจง่าย คลิปวิดีโออธิบายชัดเจนดีค่ะ,pos,ชัดเจนเห็นภาพ
567,Template ดีครับ การยกตัวอย่างทำให้เข้าใจการใช้งานและจุดประสงค์ของ template ได้ชัดเจนขึ้น,pos,ชัดเจนเห็นภาพ
569,ดีค่ะ ได้ความรู้เยอะเลยสนุกด้วยค่ะน้ำเสียงฟังเพลินมากไว้ทำแล้วจะมาแชร์นะคะ,pos,ชอบมาก
570,ได้รับความรู้และสร้างความเข้าใจในการออกแบบบริการมากขึ้น รวมถึงมีตัวอย่างประกอบเพื่อที่จะสามารถนำไปต่อยอดไอเดียได้,pos,เข้าใจมากขึ้น
571,การรู้เรื่อง Service Design ช่วยให้เราเห็นภาพกว้างมากขึ้นและทำงานได้ครอบคลุมมากขึ้นกับคนที่เกี่ยวข้อง,pos,เข้าใจมากขึ้น
572,ละเอียดแล้วน่าสนใจ pacing ดีค่ะ ข้อมูลและตัวอย่างชัดเจนค่ะ,pos,ชัดเจนเห็นภาพ
573,ช่วยให้เข้าใจและเห็นตัวอย่าง นำไปทำงานได้จริงค่ะ,pos,สามารถนำไปใช้
575,บนพื้นฐานที่เกี่ยวกับการบริการ ควรเรียนรู้ไว้จะดีมาก,pos,แนะนำคอร์ส
576,เนื้อหาเข้าใจง่ายสำหรับการเริ่มต้นกับ service design,pos,แนะนำคอร์ส
577,อธิบายได้ดี และเข้าใจง่ายมากๆ,pos,เข้าใจมากขึ้น
578,เนื้อหาถูกแบ่งเป็นส่วนๆ และถูกเรียงลำดับอย่างเหมาะสม ในแต่ละเรื่องมีการทำ demo และอธิบาย use case ทำให้ผู้เรียนทราบว่าเนื้อหานั้นๆมีประโยชน์อย่างไรและนำไปใช้งานต่อได้อย่างเหมาะสม,pos,สามารถนำไปใช้
579,"อาจารย์สอนดีมากๆ ครับ
สำหรับใครที่ยังไม่ค่อย เข้าใจ เรื่อง git  
แนะนำคอรส์นี้เลยครับ  คุ้มราคา ประหยัดเวลาด้วยครับ",pos,สอนดี
580,โดยรวมเข้าใจง่ายมาก มีการ Demo ให้ดูซึ่งก็ช่วยให้เห็นภาพได้ดีขึ้น ไม่แน่ใจว่าคนสอนสอนเร็วไปนิดนึงรึเปล่านะ พดีมีพื้นฐาน git อยู่ประมาณนึง เลยอาจจะไม่ได้รู้สึกเท่าไร,pos,ชมบ้างติบ้าง
581,ละเอียดครอบคลุม เหมาะกับผู้เริ่มต้น อยากให้ทำ ต่อเรื่อง trunk based developmment,pos,เข้าใจมากขึ้น
582,อธิบายได้เข้าใจ มีการยกตัวอย่างการทำงานจริง ทำให้มองภาพได้เข้าใจมาก,pos,สามารถนำไปใช้
583,ผู้สอนอธิบายการใช้งาน git พร้อมยกตัวอย่างได้อย่างชัดเจน,pos,ชัดเจนเห็นภาพ
584,คอร์สนี้ช่วยได้เยอะเลยครับ เข้าใจ git เพิ่มมากขึ้นมาก,pos,ชอบมาก
585,อธิบายดีมากครับ แต่เร็วไปหน่อยและตัวอย่างน้อยไปหน่อยครับ,pos,สอนดี
586,เป็นคอร์สที่ดีในรีะดับพื้นฐาน สามารถเอามาใช้ทำงานได้,pos,แนะนำคอร์ส
587,ได้เรียนรู้ และเข้าใจความคิด เบื้องหลังพฤติกรรมการแสดงออก การตัดสินใจของมนุษย์ ในคอร์สยังได้ยกตัวอย่างที่น่าสนใจ และ case study ที่นำไปประยุกต์ใช้กับธุรกิจได้ด้วย ชอบเนื้อหาในส่วนของการนำไปใช้เป็นพิเศษ อธิบายละเอียดมากค่ะ,pos,ชมบ้างติบ้าง
588,ทำให้มองเห็นภาพชัดขึ้นว่า เราสามารถปรับเปลี่ยนอะไรให้ดีขึ้นได้บ้างในธุรกิจของเรา มีตัวอย่างเห็นภาพชัด อยากให้จัดเวิร์กชอปแบบเป็นภาคต่อของคอร์สนี้ สนุกดีครับ,pos,ชมบ้างติบ้าง
589,เป็นศาสตร์ที่น่าสนใจมาก การเรียนรู้ในเบื้องต้นจากคอร์สทำให้เข้าใจในหลักการการสังเกตและโน้มน้าวพฤติกรรมสำหรับการพัฒนาและออกแบบผลิตภัณฑ์ในอนาคตได้,pos,แนะนำคอร์ส
590,เป็นคอร์สที่ช่วยปูพื้นฐานความเข้าใจเรื่อง พฤติกรรมศาสตร์ที่ดีและครบถ้วนครับ ส่วนตัวคิดว่าเนื้อหาไม่เยอะมากจนเกินไป แต่หลักการต่างๆ สามารถนำไปลองประยุกต์ใช้ เพื่อเรียนรู้ในงานตัวเองได้ค่อนข้างเยอะ,pos,แนะนำคอร์ส
591,สอนได้เข้าใจง่าย เเละสามารถนำมาประยุกต์ใช้ได้กับการทำงานในชีวิตประจวัน เเละเข้าใจวิธีคิดของคนในการสร้างสินค้าใหม่ ๆ ด้วยค่ะ,pos,เข้าใจมากขึ้น
592,เป็นคอร์สที่น่าสนใจและสามารถนำไปประยุกต์ใช้ได้กับหลากหลายงาน หรือแม้แต่กระทั่งในชีวิตประจำวันของเรา,pos,สามารถนำไปใช้
594,มีหลักการทำให้แยกแยะพฤติกรรมได้ เรียนสนุกทำให้อยากเรียนเพิ่มเติม,pos,ชมบ้างติบ้าง
595,สอนเข้าใจง่าย ได้องค์ความรู้ใหม่ๆ,pos,เข้าใจมากขึ้น
597,"ครูเกรท เยี่ยมมาก อธิบายเข้าใจง่าย
เตรียมเนื้อหาดีมาก  พร้อมดักทาง ในสิ่งที่เรา เอ๊ะ คิดว่าน่าจะทำแบบนี้ดีกว่า  แต่ครูเกรทไวกว่า  มาอธิบายเสริมตอนท้ายทุกครั้ง ขอบคุณครับ   
แนะนำคอร์สนี้  สำหรับผู้ที่มีพื้นฐาน Basic Python Programming  และมีพื้นฐานวิเคราะห์ข้อมูล ด้วย Excel ระดับกลาง มาก่อน",pos,แนะนำคอร์ส
598,เป็นคอร์สที่คุ้มทุนมากๆ คนสอนตั้งใจสอนและอธิบายได้ชัดเจน ไม่มีการอมความรู้แต่อย่างใด อยากให้ผลตอบรับออกมาดี เพื่อที่ผมจะได้เลย mathplotlib ต่อ ขอบคุณที่สร้าง Contents ดีๆ แบบนี้ออกมาคับ,pos,สอนดี
599,เป็นคอร์สที่ดีมากๆครับ อยากให้มีคอร์สสอนเกี่ยวกับ pandas มานานเเล้ว สอนสนุก เนื้อหาละเอียด ครบถ้วน ตรงกับการใช้งานจริงๆ ใครทำงานกับข้อมูลที่ต้องเขียนโปรเเกรม ควรค่าเเก่การเรียนมากๆครับ,pos,ชมบ้างติบ้าง
600,พี่เกรทสอนดีมากๆ ไม่น่าเบื่อ มีการแทรกทริคเล็กน้อย มีโบนัสดีมาก ๆ ค่ะ อยากให้มีคอร์ส Visualization ใน Python ต่อค่ะ แล้วมีส่วนลดสำหรับคนซื้อคอร์นี้แล้วเรียนคอร์ส visualize ต่อด้วยค่าา,pos,สอนดี
601,"ตามมาจากที่พี่เกรทสอนใน youtube แล้วก็ไม่ผิดหวังจริงๆครับ เนื้อหาแน่นแต่สอนดี เข้าใจได้ง่าย ระหว่างทางมี quiz ให้ทำเพื่อทบทวน และยังมี practices ให้ฝึกด้วย
รอคอร์สต่อไปอยู่นะครับ",pos,สอนดี
602,ครบจบในคอร์สเดียว ชอบตรงมีการสอนสลับกับการปฏิบัติจริง แถมมีแบบฝึกหัดและ quiz ให้ด้วย ที่ชอบอีกอย่างคือการแบ่งเป็นหมวด ๆ กลับมาทบทวนได้ง่าย คุ้มค่ามากครับคอร์สนี้,pos,ชอบมาก
603,เนื้อหาดีและครบถ้วนสำหรับการนำไปใช้วิเคราะห์ข้อมูล ผู้สอน (คุณเกรท) มีประสบการณ์ในด้านนี้เยอะมากและสามารถถ่ายทอดออกมาได้เป็นอย่างดี,pos,สอนดี
604,ดีมากๆ ตัวอย่างละเอียด เห็นภาพทำให้เข้าใจวิธีใช้และข้อควรระวังทั้งหมด ชอบที่มีการพยายามทวนเนื้อหาเก่าๆให้เรื่อยๆ,pos,เข้าใจมากขึ้น
605,เข้าใจง่ายและมีแบบฝึกให้ฝึกฝนควบคู่ไปด้วยทำให้มีความเข้าใจและการนำไปใช้โค้ดต่างๆได้ดีขึ้น,pos,เข้าใจมากขึ้น
606,สอนสนุก ไม่ช้า ไม่เร็วจนเกินไป มีแนะนำเทคนิคที่ใช้เป็นประจำ และวิธีการศึกษาเพิ่มเติม,pos,ชมบ้างติบ้าง
607,เข้าใจพื้นฐานการทำงานของ numpy&pandas ขึ้นเยอะกว่าเดิม + พี่เกรทสอนดีมากๆๆๆ เลยค่ะ,pos,สอนดี
608,"พี่เกรซสอนเข้าใจง่ายมากเลยค่าาา คอร์สหน้าอยากให้สอนเกี่ยวกับ 
ML ด้วยค่าาา",pos,เข้าใจมากขึ้น
609,เยื้อหาที่เรียบเรียงมา เข้าใจง่ายและใช้ได้จริง,pos,สามารถนำไปใช้
610,เป๋นคอสที่เข้าใจง่าย และ สอนละเอียดมากครับ,pos,เข้าใจมากขึ้น
611,พี่เกรทสอนตลกดีครับ เรียนได้เพลินๆเลย,pos,สอนดี
612,พี่เกรทสอนดีมากกกกกกกกกกกกกๆค่า :),pos,สอนดี
613,รอคอร์ส matplotlib ต่อเลยครับ,pos,แนะนำคอร์ส
614,เป็นจุดเริ่มต้นที่เยี่ยมยอด,pos,เข้าใจมากขึ้น
615,เป็นคอร์สที่ดีมากกค้าบ,pos,สอนดี
616,ได้เทคนิคดีๆ ไปปรับใช้กับงาน,pos,สอนดี
617,ดีมาก ครบครัน,pos,สอนดี
618,สอนเข้าใจง่าย,pos,เข้าใจมากขึ้น
622,Solid fundamentals for those who is getting started in Go. The course cover syntax and code example with some variation when exists.,pos,เข้าใจมากขึ้น
624,เป็นคอร์สเริ่มต้นในการเขียนภาษา Go ที่คุ้มค่ามาก เหมาะสำหรับคนที่เริ่มต้นพัฒนาด้วยภาษา Go,pos,แนะนำคอร์ส
625,"ดีครับ แต่รู้สึกว่ามันไม่ค่อยเป็นมิตรกับผู้เริ่มต้นเท่าไร ผมที่เคยเขียน c, c++ มาบ้างยังงง ๆ อยู่หลาย ๆ จุด แต่ก็ยังแนะนำอยู่ครับ",pos,ชมบ้างติบ้าง
626,รู้สึกว่า K.Pallat สอนได้น่าสนใจ ยกตัวอย่างเข้าใจง่ายครับ แต่บางจังหวะรู้สึกว่าพูดเร็วมาก จนผมต้องย้อนฟังหลายๆรอบกว่าจะเข้าใจ,pos,ชมบ้างติบ้าง
627,สอนเนื้อหาเข้าใจง่ายมีแนะนำ usecase เรื่อยๆ เหมาะกับคนมีพื้นฐานด้านโปรแกรมมาบ้าง,pos,แนะนำคอร์ส
632,อยากไห้มีการยกอย่างที่เพิ่มมากขึ้นสำหรับการนำไปใช้งานในการเขียน code จริงๆๆ,pos,สามารถนำไปใช้
634,เป็นคอร์สที่ดีมาก อธิบายได้ดีและเข้าใจง่ายมากๆ,pos,เข้าใจมากขึ้น
635,คอร์สดี แต่อาจจะไม่เหมาะสำหรับมือใหม่ ต้องไปค้นคว้าเพิ่มเติมเองพอสมควร,pos,ชมบ้างติบ้าง
637,รู้สึกว่าเหมาะกับคนที่มีพื้นฐาน การเขียนโปรแกรมมาแล้วระดับนึง,pos,แนะนำคอร์ส
641,เหมาะสำหรับคนที่มีพื้นฐานการเขียนโปรแกรมมาบ้าง,pos,แนะนำคอร์ส
642,สอนเข้าใจดีมากครับ แต่อาจจะต้องมีพื้นฐาน go อีกนิดหนึ่งจะสามารถตามทันได้เร็ว,pos,ชมบ้างติบ้าง
643,เนื้อหาละเอียดครอบคลุมดีมาก,pos,สอนดี
644,ทำให้พื้นฐานแน่นขึ้นมาก,pos,ชอบมาก
645,เหมาะสำหรับ beginner ค่ะ,pos,เข้าใจมากขึ้น
647,กระชับเข้าใจง่าย,pos,เข้าใจมากขึ้น
649,Go to เทพ,pos,เข้าใจมากขึ้น
650,สั้นมาก,pos,ชอบมาก
651,ละเอียด ลงลึกและเข้าใจง่าย รวมถึงมีเทคนิคในการใช้ Android Studio และเทคนิคในการลดเวลาการพิมพ์ ช่วยให้ทำงานได้เร็วขึ้น,pos,เข้าใจมากขึ้น
653,คอร์สนี้ปูพื้นฐานในการพัฒนา android app ได้ดี อธิบายละเอียด,pos,แนะนำคอร์ส
654,ทำให้รู้ถึงการใช้งาน Database ในลักษณะต่างๆและมีตัวอย่าง use case ทำให้เห็นภาพในการนำเอาไปเลือกใช้ตัดสินใจ ได้รู้อะไรเพิ่มอีกหลายๆอย่าง แนะนำคอร์สนี้ค่ะ คุ้มค่ะ,pos,เข้าใจมากขึ้น
656,สอนเรื่อง databases ประเภทต่างๆที่เหมาะกับรูปแบบการใช้งานเฉพาะได้ดี ผู้สอนยกตัวอย่างที่น่าสนใจ คล้ายสถานการณ์จริง ทำให้เข้าใจได้ชัดเจนยิ่งขึ้น,pos,ชัดเจนเห็นภาพ
657,ชอบการอธิบาย ยกตัวอย่าง การเปรียบเทียบต่างๆ มี use case และ example  ทำให้มองเห็นภาพ เข้าใจมากๆ แนะนำเลยครับ คอร์สนี้คุ้มแน่นอน,pos,ชอบมาก
658,ส่วนของ Example ที่มี use case จริงมาทำให้มองเห็นภาพจากเนื้อหาที่เรียนมา,pos,สามารถนำไปใช้
659,ได้เห็นแนวคิดการเลือก database แต่ละชนิดมาใช้ในตรงกับเป้าหมาย,pos,เข้าใจมากขึ้น
